brand_name,item_name,brand_id,item_id,upc,item_type,item_description,nf_ingredient_statement,nf_calories,nf_calories_from_fat,nf_total_fat,nf_saturated_fat,nf_trans_fatty_acid,nf_polyunsaturated_fat,nf_monounsaturated_fat,nf_cholesterol,nf_sodium,nf_total_carbohydrate,nf_dietary_fiber,nf_sugars,nf_protein,nf_vitamin_a_dv,nf_vitamin_c_dv,nf_calcium_dv,nf_iron_dv,nf_potassium,nf_servings_per_container,nf_serving_size_qty,nf_serving_size_unit,nf_serving_weight_grams,metric_qty,metric_uom,images_front_full_url,updated_at,section_ids
Pepperidge Farm,"Cookie Collection, Holiday Homestyle",51db37b2176fe9790a89857c,51d2f8f0cc9bff111580cbdb,14100093695,2,Holiday Homestyle,"Unbleached Enriched Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Semi Sweet Chocolate (Sugar, Chocolate Liquor, Chocolate Liquor Processed with Alkali [Dutched], Cocoa Butter, Butter Oil, Soy Lecithin, Vanilla Extract), Sugar, Vegetable Oils (Palm and/or Interesterified and Hydrogenated Soybean and/or Hydrogenated Cottonseed), Butter, Brown Sugar (Sugar, Invert Sugar, Molasses), Cornstarch, Eggs, Contains 2 Percent or Less of: Unsulphured Molasses, Dextrose, Salt, Leavening (Baking Soda, Cream of Tartar), Spices, Nonfat Milk, Confectioner's Glaze, Yellow 5 Lake, Natural Flavors, Blue 1 Lake, Carnauba Wax, Red 3, Red 40, Yellow 6 and Blue 2.",160,60,7,3,0,null,null,5,75,22,1,14,2,0,0,0,6,null,13.5,3,cookies,32,32,g,null,2014-11-24T20:24:24+00:00,null
Rozzana,Organic Butternut Squash Ravioli,54807327c10733bc6f175476,5480732080f3a5212a291427,400000237374,2,null,null,210,25,2.5,1,0,null,null,30,260,38,2,3,8,40,6,4,20,null,8,1,cup,100,100,g,https://d1r9wva3zcpswd.cloudfront.net/54807b4e3f93a0887e3f5965.jpeg,2014-12-04T15:18:38+00:00,null
Dove,"Milk Chocolate, Smooth with Caramel",51db37c6176fe9790a8994a4,51d2f996cc9bff111580d05c,40000163992,2,Smooth with Caramel,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Milkfat, Lactose, Chocolate Processed with Alkali, Soy Lecithin, Natural and Artificial Flavors), Caramel (Corn Syrup, Hydrogenated Palm Kernel Oil and/or Palm Oil, Sugar, Skim Milk, Milkfat, Lactose, Salt, Potassium Sorbate to Maintain Freshness, Artificial Flavor).",200,100,11,7,0,null,null,5,45,24,1,21,2,0,0,4,0,null,4.5,5,pieces,39,39,g,null,2014-11-24T20:24:24+00:00,null
Roman Brand,Ricotta Lasagna,54c5abf8c44cbc0a0d918370,552a3a23b23e3c5b173089d5,58329001925,2,null,null,300,108,12,6,0.3,null,null,35,630,32,3,1,15,15,4,15,6,null,null,0.25,lasagna,227,227,g,https://d1r9wva3zcpswd.cloudfront.net/552a3b66e09627f94ed2985a.jpeg,2015-04-12T09:31:18+00:00,null
Sensational Sides,Baked Scalloped Potatoes Sensational Sides,51db381e176fe9790a89b62a,51c5405897c3e6efadd5b6c9,71117023480,2,Baked Scalloped,"Potatoes, Sauce (Milk, Cheddar, Parmesan And Romano Cheese [{Pasteurized Part-Skim Cow's Milk, Cheese Culture, Salt, Enzymes}, Annatto Color, Dextrose], Butter, Sour Cream [Pasteurized Cultured Cream], Modified Corn Starch, Salt, Onion Powder, Potassium Sorbate And Sodium Benzoate to Protect Flavor, Spice)",210,110,12,7,0,null,null,35,480,20,2,2,6,10,0,15,6,null,3,0.66,cup,140,140,g,https://d1r9wva3zcpswd.cloudfront.net/53d8f12ccc4c251f3ddf6297.jpeg,2014-11-24T20:24:24+00:00,null
Ronzoni,"Linguine, 17",51db37d3176fe9790a899ee5,51c3d32d97c3e6d8d3b52305,71300000175,2,null,"Semolina (Wheat), Niacin, Iron (Ferrous Sulfate), Thiamin Mononitrate, Riboflavin, Folic Acid.",210,10,1,0,0,null,null,0,0,42,2,2,7,0,0,0,10,null,8,2,oz,57,57,g,null,2014-11-24T20:24:24+00:00,null
Roma Bakery,Honey Wheat Nugget Bread,51db37c6176fe9790a89941c,51c3b78897c3e6d8d3b44b41,92417139459,2,null,"Bleached Enriched Flour (Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folate), Water, Coarse Cracked Wheat, Yeast, Honey, High Fructose Corn Syrup, Vegetable Oil (Soybean Oil), Wheat, Gluten, Salt, Malt Syrup (Corn Syrup, Barley Malt Extract and Saccharifying Enzymes), Dough Conditioner (Flour, Diacetyl Tartaric Acid Esters of Mono & Diglycerides [DATEM], Salt, Calcium Stearoyl Lactylate [CSL], Calcium Sulfate, Contains 2% or Less of: Vegetable Shortening (Partially Hydrogenated Soybean, Cottonseed and/or Canola Oil), Ascorbic Acid, Potassium Iodate, L-Cysteine, Azodicarbonamide [ADA], Enzyme), Calcium Propionate (to Retard Spoilage), Enzyme, Ascorbic Acid.",150,20,2,0,null,null,null,0,300,29,2,4,5,0,0,8,10,null,12,2,slices,57,57,g,null,2014-11-24T20:24:24+00:00,null
Unknown,"Hazelnut Butter Blend, Chocolate",526831133203b9c3390001c8,55578545507a5ec8205bd6bd,18281000077,2,null,null,180,130,15,3,0,null,null,0,65,12,3,7,4,0,0,4,6,null,1,1,pack,32,32,g,https://d1r9wva3zcpswd.cloudfront.net/555785d7507a5ec8205bd6d7.jpeg,2015-05-16T18:00:55+00:00,null
Cape Cod,"Popcorn, Premium White Cheddarf Cheese",51db37c5176fe9790a8993a3,51c3649197c3e69de4b044d0,20685086656,2,Premium White Cheddarf Cheese,"Popcorn, Vegetable Oil (Cottonseed Oil and/or Canola Oil), Cheddar Cheese (Milk, Salt, Cheese Culture, Enzymes), Whey, Buttermilk, Salt and Citric Acid.",170,110,12,2,null,null,null,8,270,13,2,2,4,2,0,6,2,null,3,30,g,30,30,g,null,2014-11-24T20:24:24+00:00,null
Home Dairies,"Coffee Creamer, Cinnamon Vanilla Lactose Free",51db3819176fe9790a89b4a9,51c549c597c3e6efadd600b1,26400493150,2,Cinnamon Vanilla Lactose Free,"Water, Sugar, Partially Hydrogenated Soybean And Cottonseed Oil, Sodium Caseinate (A Milk Derivative), Dipotassium Phosphate, Natural & Artificial Flavor, Artificial Color (Titanium Dioxide), Datem, Polysorbate 60, Carrageenan, Beta-Carotene (For Color).",30,10,1,0,null,null,null,0,0,5,0,5,0,0,0,0,0,null,63,15,Ml,null,null,null,null,2014-11-24T20:24:24+00:00,null
Market Pantry,Prune Juice,51db37b0176fe9790a8983f1,55097d0bb175cd8a2b5c7a1e,85239665183,2,null,null,180,0,0,0,0,null,null,0,35,42,2,23,1,0,2,2,10,null,8,8,fl oz,null,240,ml,https://d1r9wva3zcpswd.cloudfront.net/55097e636a5a31f869b0e799.jpeg,2015-03-18T13:32:19+00:00,null
Hostess,Ding Dongs,51db37b9176fe9790a898c43,51c4025597c3e6dfa4df44ca,45000003019,2,null,"Sugar, Water, Enriched Bleached Wheat Flour (Flour, Barley Malt, Ferrous Sulfate (Iron), B Vitamins (Niacin, Thiamine Mononitrate (B1j, Riboflavin (B2), Folic Acid), Partially Hydrogenated Vegetable Oils (Palm Kernel, Coconut, Palm), High Fructose Corn Syrup, Cocoa Processed with Alkali, Palm Oil, Corn Syrup, Soybean Oil, Partially Hydrogenated Vegetable and/or Animal Shortening  (Soybean, Cottonseed and/or Canola Oil, Beef Fat). Contains 2% or Less of: Modified Corn Starch, Soy Flour, DATEM, Sodium Stearoyl Lactylate, Cornstarch, Mono and Diglycerides, Soy Lecithin, Leavenings (Sodium Acid  Pyrophosphate, Baking Soda, Monocalcium Phosphate), Salt, Calcium and Sodium Caseinate, Cellulose Gum, Xanthan Gum, Polysorbate 60, Sweet Dairy Whey, Soy Protein Isolate, Glucose, Whole Eggs, Egg Yolk, Natural and Artificial Flavors (Caramel Color), Sorbic Acid (to Retain Freshness).",360,170,19,13,null,null,null,10,230,47,1,36,2,0,0,2,8,null,6,2,cakes,80,80,g,null,2014-11-24T20:24:24+00:00,null
High Liner,Basil Pesto Cod,51db37b2176fe9790a8985ca,545ce6c690529ba36e4e1e1e,79300013942,2,null,null,180,60,6,1.5,0,null,null,55,460,1,0,0,28,4,10,8,2,null,5,1,fillet,171,171,g,https://d1r9wva3zcpswd.cloudfront.net/545cebfdd43cefdf6dbf8236.jpeg,2014-11-24T20:24:24+00:00,null
Dell' Alpe,"Muffuletta Olive Salad, Italian Style",51db37cb176fe9790a899991,55089be82f9eb842373be0d5,75462022402,2,null,null,37,126,14,0,null,null,null,6.5,240,0.5,null,null,0,2,2,0,2,null,17,1,tbsp,20,20,g,https://d1r9wva3zcpswd.cloudfront.net/55089c982d2a7d16683057c5.jpeg,2015-03-17T21:28:56+00:00,null
Trident,"Gum, Sugar Free, Cool Rush",51db37c9176fe9790a8996c7,51c35ecb97c3e69de4b0185c,12546076302,2,"Sugar Free, Cool Rush","Sorbitol, Gum Base, Maltitol, Natural and Artificial Flavoring, Mannitol; Less than 2% of: Acacia, Acesulfame Potassium, Aspartame, BHT (to Maintain Freshness), Candelilla Wax, Glycerin, Sodium Stearate and Titanium Dioxide (Color).",5,0,0,null,null,null,null,null,0,2,null,0,0,0,0,0,0,null,72,2,pieces,3,3,g,null,2014-11-24T20:24:24+00:00,null
Herb Ox,"Bouillon Cubes, Chicken Flavor",51db37d3176fe9790a899eec,51c3d85897c3e6d8d3b54d66,33600000026,2,Chicken Flavor,"Salt, Sweetener (Sugar and/or Dextrose and/or Sorbitol), Hydrolyzed Corn Protein, Natural Flavor (Autolyzed Yeast Extract, Salt, Sugar, Whey Powder, Lactic Acid), Chicken Fat, Disodium Inosinate and Disodium Guanylate, Dried Chicken (Contains Natural Flavor), Parsley, Turmeric Color, Onion Powder, Celery, Garlic Powder. No MSG Added (Contains Naturally Occurring Glutamates). Gluten free.",5,0,0,null,null,null,null,null,1100,0,null,0,0,0,0,0,0,null,12,1,cube,null,null,null,null,2014-11-24T20:24:24+00:00,null
Kellogg's Eggo,"Waffles, Whole Grain",54be3369463f929e29169805,553bd4071c0097d62ef82121,94400000159,2,null,null,140,25,2.5,0.5,0,null,null,0,390,27,3,3,5,20,0,10,25,null,5,2,waffles,70,70,g,https://d1r9wva3zcpswd.cloudfront.net/553bd489c185b221491be3ac.jpeg,2015-04-25T17:53:13+00:00,null
Sunbeam,"Bread, Small",51db37c6176fe9790a899432,51c54ca197c3e6efadd617e7,77633044367,2,Small,"Unbleached Enriched Wheat Flour (Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid (A B Vitamin)], Water, High Fructose Corn Syrup, Yeast, Contains 2% Or Less of Each of The Following: Wheat Gluten, Vegetable Oil (Soybean Oil Or Canola Oil), Salt Dough Conditioners (Sodium Stearoyl Lactylate, Calcium Stearoyl-2-Lactylate, Monoglycerides, Calcium Peroxide, Datem), Soy Flour, Calcium Sulfate, Calcium Propionate (to Retard Spoilage), Monocalcium Phosphate, Yeast Food (Ammonium Sulfate).",110,10,1,0,0,null,null,0,200,23,1,2,4,0,0,4,8,null,11,42,G,42,42,g,null,2014-11-24T20:24:24+00:00,null
Wegmans,"Pierogies, Spinach & Feta Cheese, Club Pack",51db37b0176fe9790a8983be,51c3f93c97c3e6dfa4df017c,77890228371,2,"Spinach & Feta Cheese, Club Pack","Bleached Enriched Flour (Wheat Flour, Benzoyl Peroxide, Niacin, Iron, Thiamin Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Enzyme, Folic Acid), Fresh Potato, Water, Margarine (Canola Oil, Water, Modified Palm and Palm Kernel Oil, Salt, Whey Powder, Vegetable Mono and Diglycerides, Soya Lecithin, Sodium Benzoate [Preservative], Citric Acid, Artificial Flavor, Vitamin A Palmitate, Vitamin D3), Spinach, Feta Cheese (Pasteurized Milk, Modified Milk Ingredients, Bacterial Culture, Calcium Chloride, Enzyme, Lipase), Canola Oil, Egg White, Salt, Seasonings (Salt, Sugar, Dehydrated Onion, Hydrolyzed Soy and Corn Protein, Cornstarch, Spice, Disodium Inosinate, Disodium Guanylate), Garlic Powder.",310,60,7,1,0,null,null,0,480,54,3,1,8,6,15,0,20,null,12,4,pierogies,152,152,g,null,2014-11-24T20:24:24+00:00,null
Butter Braid,"Braided Pastry, Strawberry & Cream Cheese",546a0930eda64c0d62056470,546a09712bc0b27b2a676b28,745771019225,2,null,null,160,50,5,3.5,0,null,null,20,120,25,0.5,9,3,4,0,2,6,null,11,2,oz,57,57,g,https://d1r9wva3zcpswd.cloudfront.net/546a11992bc0b27b2a676e14.jpeg,2014-11-24T20:24:24+00:00,null
Kevita,"Sparkling Probiotic Drink, Coconut",51db37bd176fe9790a898ea0,51d37f01cc9bff5553aaa960,853311003037,2,"Sparkling, Coconut","Reverse Osmosis Purified Water, Organic KeVita Probiotic Culture (Bacillus Coagulans GBI-306086, L. Paracasei, L. Plantarum, L. Rhamnosus), Organic Coconut Water, Organic Apple Cider Vinegar, Organic Coconut Flavor, Ascorbic Acid, Organic Stevia. Gluten free.",5,null,0,null,null,null,null,null,45,1,null,1,0,null,6,null,null,null,2,8,fl oz,null,240,ml,https://d1r9wva3zcpswd.cloudfront.net/53dbc585f8ce4766300fb953.jpeg,2014-11-24T20:24:24+00:00,null
De La Rosa,"Pop, Jumbo Cherry With Bubble Gum Filling",51db37c6176fe9790a8994a5,51c54a1897c3e6efadd60358,25226000108,2,Jumbo Cherry With Bubble Gum Filling,"Sugar, Corn Syrup, Gum Base. Contains 2% Or Less of Citric Acid, Lactic Acid, Maltic Acid, Potassium Citrate, Sodium Lactate, Artificial Flavor, Red 40, Titanium Dioxide, Milk.",140,0,0,0,0,null,null,0,10,34,0,26,0,0,0,0,4,null,25,38,G,38,38,g,null,2014-11-24T20:24:24+00:00,null
Dean's,TruMoo Chocolate Lowfat Milk,51db37b9176fe9790a898bcd,54e753361000031d5225bd9a,41900072964,2,null,null,140,25,2.5,1.5,0,null,null,15,180,20,0,18,8,10,2,25,0,null,4,1,cup,null,240,ml,https://d1r9wva3zcpswd.cloudfront.net/54e76487e5edd80952956dd9.jpeg,2015-02-20T16:44:55+00:00,null
Thomas',"Mini Bagels, Plain",51db37b9176fe9790a898bfb,51d3000dcc9bff111580fb4b,48121216573,2,"Mini, Plain, Pre-Sliced","Unbleached Enriched Wheat Flour (Flour, Malted Barley Flour, Reduced Iron, Niacin, Thiamin Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Water, Sugar, Yeast, Salt, Monoglycerides, Wheat Gluten, Preservatives (Calcium Propionate, Sorbic Acid), Cornmeal, Cellulose Gum, Xanthan Gum, Cornstarch, Soy Flour.",120,10,1,0,0,0,0,0,210,24,0.5,3,4,0,0,4,8,null,10,1,bagel,43,43,g,https://d1r9wva3zcpswd.cloudfront.net/536ad43721f62f01209be998.jpeg,2014-11-24T20:24:24+00:00,null
Essential Everyday,"Cream Cheese Spread & Greek Nonfat Yogurt, Greek",51db37b0176fe9790a8983ec,54e148396145ef8f0385ac53,41303054369,2,null,null,60,35,4,2.5,0,null,null,15,95,4,0.5,3,4,2,0,6,0,null,7,2,tbsp,32,32,g,https://d1r9wva3zcpswd.cloudfront.net/54e75fe5014162fb234f4ab6.jpeg,2015-02-20T16:25:09+00:00,null
Horizon Organic,"Organic Yogurt, Whole Milk, Vanilla",51db37bc176fe9790a898dec,51c3f19597c3e6de73cbce73,42365132255,2,"Whole Milk, Vanilla","Organic Grade A Pasteurized Milk and Nonfat Milk, Organic Evaporated Cane Juice, Organic Vanilla Flavor, Fructan (NutraFlora, a Natural Dietary Fiber), Pectin, Live and Active Cultures: S. Thermophilus, L. Bulgaricus, L. Acidophilus, L. Casei, Bifidobacterium Longum.",220,60,6,4,0,null,null,25,130,32,1,31,8,6,2,30,0,null,4,1,cup,226,226,g,null,2014-11-24T20:24:24+00:00,null
365 Everyday Value,"Fat Free Milk, Vitamin A & D",51db37c2176fe9790a8991ad,5522a599b4e7ef126780ab91,99482409173,2,null,null,90,0,0,0,0,null,null,5,130,13,0,12,8,10,4,30,0,null,8,1,cup,null,240,ml,https://d1r9wva3zcpswd.cloudfront.net/5522a608b4e7ef126780abb0.jpeg,2015-04-06T15:28:08+00:00,null
Bossa Nova,"Juice, Superfruit Acerola W/Mango",51db37bd176fe9790a898e98,51c5476197c3e6efadd5ee51,54906000046,2,Superfruit Acerola W/Mango,"Acerola, Mango, and Orange Juices from Concentrate (Water, Juice Concentrates), Water, Mango Puree, Organic Agave Nectar, and Natural Flavors.",110,0,0,null,null,null,null,null,15,27,1,27,0,0,1000,0,0,null,4,240,mL,226,226,g,null,2014-11-24T20:24:24+00:00,null
Tops,Light Cream,51db37b0176fe9790a8983b8,550b77390c86b75d4312d5cf,70784026183,2,null,null,25,25,2.5,1.5,0,null,null,10,5,1,0,0,0,2,0,2,0,null,32,1,tbsp,null,15,ml,https://d1r9wva3zcpswd.cloudfront.net/550b786ad096291d2a2a2f1d.jpeg,2015-03-20T01:31:22+00:00,null
ProBar,"Bar, Koka Moka",51db37c9176fe9790a899621,51d37e1acc9bff5553aaa73d,853152100063,2,Koka Moka,"Oats (Organic Rolled Oats, Rolled Oats), Organic Peanut Butter, Organic Brown Rice Syrup, Organic Raisins, Organic Dates, Organic Raw Sunflower Seeds, Organic Raw Coconut, Grain Sweetened Dark Chocolate Chips (Whole Grain Malted Barley and Corn, Cocoa Powder, Soy Lecithin, Pure Natural Vanilla), Raw Cashews, Organic Rolled Rye, Raw Organic Brown Flax Seed, Raw Organic Brown Sesame Seed, Raw Almonds, Organic Evaporated Cane Juice, Pineapple, Papaya, Organic Evaporated Cane Juice, Pineapple, Papaya, Organic Soy Oil, Expeller Pressed Canola Oil, Cocoa Powder, Natural Coffee Flavor, Raw Brazil Nuts, Raw Pumpkin Seed, Organic Brown Crisp Rice (Organic Brown Rice Flour, Organic Molasses, Sea Salt), Corn Flakes (Milled Corn, Barley Malt Syrup), Oat Bran, Organic Oat Solids, Hemp Seed, Apples, Epazote Leaf, Organic Cardamom Seed, Organic Fennel Seed, Organic Fenugreek Seed, Organic Nutmeg, Natural Orange Oil, Natural Vitamin E. All Natural Product May Contain Pit Pieces, Nutshells and Other Organic Matter. Allergy Information: Product Contains Peanuts, Almonds, Cashews, Brazil Nuts, Soy.",360,170,18,5,0,null,null,0,30,46,6,24,9,0,0,6,15,null,1,85,G,85,85,g,null,2014-11-24T20:24:24+00:00,null
Butch's,"Pizza, White Garlic",54b453995a2362207a2e5044,54da12e8fe0469812a1a0a02,83554085617,2,null,null,300,170,19,6,null,null,null,35,470,20,0.5,2,14,6,0,30,2,null,2,0.5,pizza,99,99,g,https://d1r9wva3zcpswd.cloudfront.net/54de648bbe7a8d55043bb494.jpeg,2015-02-13T20:54:35+00:00,null
7-Up,Soda,51db37df176fe9790a89a28f,51d2fb1fcc9bff111580da4e,78000010312,2,null,"Filtered Carbonated Water, Sugar, Citric Acid, Potassium Citrate, Natural Flavors, Calcium Disodium EDTA (to Protect Flavor).",140,0,0,null,null,null,null,null,45,39,null,38,0,0,0,0,0,null,6,1,bottle,null,null,null,null,2014-11-24T20:24:24+00:00,null
Appetitos,Spicy Pickles in Pretzel Coating,54b52e2608485b0e4e464995,5505c0efd7f7f1a6470ad5de,41498201586,2,null,null,210,110,13,1.5,0,null,null,0,850,22,2,4,2,0,0,0,2,null,3,7,pickles,75,101,g,https://d1r9wva3zcpswd.cloudfront.net/55064e51563cfa6060c37166.jpeg,2015-03-16T03:30:25+00:00,null
Sprout Farmers Market,"Organic, Yellow Cling Sliced Peaches",54efe41ec61cb7fa6ed61dac,551c0e1464a32c8a2d3a1065,874875008115,2,null,null,50,0,0,0,0,null,null,0,10,12,0,11,0,20,10,0,4,null,3.5,0.5,cup,122,122,g,https://d1r9wva3zcpswd.cloudfront.net/551c0f268648a07122fad761.jpeg,2015-04-01T15:30:46+00:00,null
Oh Boy Oberto,"Beef Jerky, Teriyaki",51db37d1176fe9790a899df3,51c36da097c3e69de4b08c40,28400077811,2,Teriyaki,"Beef, Soy Sauce (Water, Salt, Soybean, Corn, Sugar, Glucose Syrup), Brown Sugar, Corn Syrup, Water, Wine, Flavorings, Salt, Natural Smoke Flavor, Sodium Nitrite.",130,10,1,1,0,null,null,15,730,12,0,8,19,0,0,2,15,null,null,1,package,48,48,g,null,2014-11-24T20:24:24+00:00,null
Hansen's,"Smoothie, Tropical Passion",51db37b5176fe9790a898841,51c3cc3097c3e6d8d3b4e90e,70847823056,2,null,"Filtered Water, Apple, Pineapple, and Orange Juice Concentrates, High Fructose Corn Syrup, Passion Fruit Juice Concentrate, Banana and Guava Purees, Natural Fruit Flavors, Citric Acid, Natural Gums, Natural Colors, Vitamin C, White Grape Juice Concentrate, Vitamin E, Vitamin A.",120,0,0,null,null,null,null,0,30,29,null,29,0,100,100,2,8,null,1.5,8,oz,226,226,g,null,2014-11-24T20:24:24+00:00,null
jammin Nectars,Razz-Ade,51db37fa176fe9790a89abf9,51c3cc3d97c3e6d8d3b4e97a,12724000037,2,null,"Double Filtered Water, Raspberry Puree, Passion Fruit Puree, Evaporated Cane Juice, Lemon Juice Concentrate, Ascorbic Acid (Vitamin C), Citric Acid, Natural Flavor Extract, Natural Exotic Spices.",89,0,0,null,null,null,null,null,4,21,1,20,1,0,100,0,11,null,1.5,6,fl oz,189,189,g,null,2014-11-24T20:24:24+00:00,null
Hy-Vee,"Simmer Sauce, Butter Chicken",51db37b0176fe9790a8983f0,55f0808f5a06cff62e0d8b80,75450121520,2,null,null,140,80,9,5,0,null,null,30,680,13,2,9,2,15,2,4,6,null,3,0.5,cup,null,120,ml,https://d1r9wva3zcpswd.cloudfront.net/55f07f180d0e1db1126b7296.jpeg,2015-09-09T18:48:56+00:00,null
Rainbow Acres Natural Food,Peanut Butter Powder,552dbebbbcf0f9337cedba1b,55918e2703a3191618fae46f,722639124390,2,null,null,45,13,1.5,0,0,null,null,0.01,94,5,2,1,5,0.5,0,0.5,0,null,37,2,tbsp,12,12,g,https://d1r9wva3zcpswd.cloudfront.net/55918f87d6f631d2596dc818.jpeg,2015-06-29T18:33:43+00:00,null
Weight Watchers,Double Chocolate Muffin,51db37b3176fe9790a8986a9,51d37e59cc9bff5553aaa824,899632001444,2,Double Chocolate,"Enriched Wheat Flour (Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Polydextrose, Invert Sugar, Whole Eggs, Glycerin, Egg Whites, Semi-Sweet Chocolate Chips (Sugar, Chocolate Liquor, Cocoa Butter, Dextrose, Soy Lecithin, Vanillin {Artificial Flavor}), Cocoa Processed with Alkali, Soybean Oil, Food Starch-Modified, Corn Syrup Solids, Leavening (Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate, Sodium Acid Pyrophosphate), Aluminum Sulfate, Water, Nonfat Dry Milk, Salt, Mono and Diglycerides, Dextrose, Dextrin, Soy Lecithin, Potassium Sorbate and Sodium Propionate (as Preservatives), Xanthan Gum, Natural and Artificial Flavor, Propylene Glycol Mono & Diesters of Fatty Acids, DATEM, Sodium Stearoyl Lactylate, Carnauba Wax, Corn Starch, Arabic Gum, Tricalcium Phosphate, Caramel Color, Citric Acid, Ascorbic Acid (as Dough Conditioner).",160,25,3,1,0,null,null,15,230,35,6,15,3,0,0,2,6,null,0,1,muffin,54.7,54.7,g,https://d1r9wva3zcpswd.cloudfront.net/53d25536f9377ff0493d5f4c.jpeg,2014-11-24T20:24:24+00:00,null
Sun-Maid,Trail Mix Premium Cookies,51db37be176fe9790a898ecf,54a2c47f33ef904844b30836,31535548088,2,null,null,120,50,6,0.5,0,null,null,0,65,16,0.5,8,2,4,0,0,4,null,3,29,g,29,29,g,https://d1r9wva3zcpswd.cloudfront.net/54a2c6d9eebd703e1258210f.jpeg,2014-12-30T15:38:01+00:00,null
Nature's Own,"Oatmeal Toasters, Cranberry Orange",51db37b9176fe9790a898bf4,51d379f3cc9bff5553aa9ca2,72250030663,2,Cranberry Orange,"Whole Wheat Flour, Water, Dried Cranberry Bits (Cranberries, Sugar, Sunflower Oil), Rolled Oats, Brown Sugar, Yeast, Sugar, Contains 2% Or Less of The Following.",160,15,1,0,0,null,null,0,210,35,4,9,5,0,0,2,10,null,8,64,G,64,64,g,null,2014-11-24T20:24:24+00:00,null
Vigo,Authentic Red Beans & Rice,51db37b1176fe9790a8984c1,54ede9b4b682a26b696e390a,71072019016,2,null,null,190,0,1,0,0,null,null,0,730,40,4,2,7,0,0,4,15,null,3,0.33,cup dry,56,56,g,https://d1r9wva3zcpswd.cloudfront.net/54edea7bb682a26b696e3934.jpeg,2015-02-25T15:30:04+00:00,null
Rice Dream,Enrichie Vanille,51db37bc176fe9790a898e46,55089beb2f9eb842373be0d6,84253233187,2,null,null,140,22.5,2.5,0,0,0.3,2,0,70,29,0,11,0.4,10,0,30,2,null,null,1,cup,null,250,ml,https://d1r9wva3zcpswd.cloudfront.net/55089cfaa586f84224aa639d.jpeg,2015-03-17T21:30:34+00:00,null
Welch's,"Fruit'n Yogurt Snacks, Blueberry",51db37b0176fe9790a8983f2,5568fd167ba1bdd7399a1b6a,3484258,2,null,null,100,20,2,2,0,null,null,null,70,22,null,15,0.5,25,100,10,0,null,4,20,pieces,30,30,g,https://d1r9wva3zcpswd.cloudfront.net/5568fe727d12864a321616fe.jpeg,2015-05-30T00:04:02+00:00,null
Eillien's,Assorted Lollies,5466478aa772dae86152630c,55ccc836a4eaf49a73233c0f,34952560633,2,null,null,30,0,0,0,0,null,null,0,0,7,0,7,0,0,0,0,0,null,56,1,pop,8,8,g,https://d1r9wva3zcpswd.cloudfront.net/55ccca92d5c813855a8a1b8e.jpeg,2015-08-13T16:49:22+00:00,null
Eagle Brand,"Milk, Sweetened Condensed, Low Fat",51db37c3176fe9790a899241,51c38fe897c3e6d3ebc5c430,52729102138,2,"Sweetened Condensed, Low Fat","Concentrated Whole Milk, Concentrated Nonfat Milk, Sugar, Vitamin A Palmitate.",120,15,1,1,0,null,null,5,40,24,0,24,3,2,0,10,0,null,10,2,tbsp,40,40,g,null,2014-11-24T20:24:24+00:00,null
Old Oak Farms,Michigan Russet Potatoes,547dd4e03055844701f63506,54ef3b62e620eb092cdbb7e0,826088530501,2,null,null,110,0,0,0,0,null,null,0,0,26,2,1,3,0,45,2,6,null,null,1,potato,148,148,g,https://d1r9wva3zcpswd.cloudfront.net/54ef3c43d3422d1d22db78bd.jpeg,2015-02-26T15:31:15+00:00,null
